Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
300.000000	0.00286866	300.000000	0.00365301	300.000000	0.00362545	300.000000	0.00362282	300.000000	0.00365202	300.000000	9.91721e-07	
310.000000	0.00281737	310.000000	0.00358502	310.000000	0.00355938	310.000000	0.00355656	310.000000	0.00358406	310.000000	9.61772e-07	
320.000000	0.00276916	320.000000	0.00352123	320.000000	0.00349722	320.000000	0.00349447	320.000000	0.0035203 	320.000000	9.33633e-07	
330.000000	0.00272377	330.000000	0.00346127	330.000000	0.00343882	330.000000	0.00343615	330.000000	0.00346036	330.000000	9.07141e-07	
340.000000	0.00268096	340.000000	0.00340481	340.000000	0.00338393	340.000000	0.0033813 	340.000000	0.00340393	340.000000	8.82156e-07	
350.000000	0.00264051	350.000000	0.00335156	350.000000	0.0033322 	350.000000	0.00332961	350.000000	0.0033507 	350.000000	8.58551e-07	
360.000000	0.00260225	360.000000	0.00330127	360.000000	0.00328338	360.000000	0.00328084	360.000000	0.00330043	360.000000	8.36213e-07	
370.000000	0.002566  	370.000000	0.00325369	370.000000	0.00323725	370.000000	0.00323475	370.000000	0.00325288	370.000000	8.15043e-07	
380.000000	0.00253161	380.000000	0.00320863	380.000000	0.00319359	380.000000	0.00319113	380.000000	0.00320784	380.000000	7.9495e-07	
390.000000	0.00249895	390.000000	0.0031659 	390.000000	0.00315223	390.000000	0.0031498 	390.000000	0.00316512	390.000000	7.75852e-07	
400.000000	0.00246788	400.000000	0.00312532	400.000000	0.00311298	400.000000	0.00311059	400.000000	0.00312456	400.000000	7.57678e-07	
410.000000	0.00243831	410.000000	0.00308674	410.000000	0.0030757 	410.000000	0.00307335	410.000000	0.003086  	410.000000	7.40361e-07	
420.000000	0.00241012	420.000000	0.00305004	420.000000	0.00304027	420.000000	0.00303793	420.000000	0.00304931	420.000000	7.23842e-07	
430.000000	0.00238323	430.000000	0.00301507	430.000000	0.00300652	430.000000	0.00300423	430.000000	0.00301436	430.000000	7.08065e-07	
440.000000	0.00235756	440.000000	0.00298172	440.000000	0.00297435	440.000000	0.00297211	440.000000	0.00298103	440.000000	6.92981e-07	
450.000000	0.00233302	450.000000	0.00294989	450.000000	0.00294369	450.000000	0.00294147	450.000000	0.00294922	450.000000	6.78546e-07	
460.000000	0.00230954	460.000000	0.00291949	460.000000	0.00291451	460.000000	0.00291223	460.000000	0.00291883	460.000000	6.64718e-07	
470.000000	0.00228707	470.000000	0.00289042	470.000000	0.00288668	470.000000	0.00288429	470.000000	0.00288977	470.000000	6.51458e-07	
480.000000	0.00226553	480.000000	0.00286261	480.000000	0.00286002	480.000000	0.00285757	480.000000	0.00286197	480.000000	6.38733e-07	
490.000000	0.00224489	490.000000	0.00283597	490.000000	0.00283444	490.000000	0.00283201	490.000000	0.00283535	490.000000	6.2651e-07	
500.000000	0.00222507	500.000000	0.00281045	500.000000	0.0028099 	500.000000	0.00280752	500.000000	0.00280984	500.000000	6.1476e-07	
520.000000	0.00218778	520.000000	0.00276249	520.000000	0.00276387	520.000000	0.00276154	520.000000	0.00276189	520.000000	5.92572e-07	
540.000000	0.00215331	540.000000	0.00271826	540.000000	0.00272149	540.000000	0.00271919	540.000000	0.00271769	540.000000	5.71975e-07	
560.000000	0.00212137	560.000000	0.0026774 	560.000000	0.00268234	560.000000	0.00268009	560.000000	0.00267684	560.000000	5.52801e-07	
580.000000	0.00209173	580.000000	0.00263954	580.000000	0.00264611	580.000000	0.0026439 	580.000000	0.00263901	580.000000	5.34907e-07	
600.000000	0.00206416	600.000000	0.00260441	600.000000	0.00261251	600.000000	0.00261033	600.000000	0.00260389	600.000000	5.18168e-07	
620.000000	0.00203847	620.000000	0.00257174	620.000000	0.00258128	620.000000	0.00257913	620.000000	0.00257124	620.000000	5.02474e-07	
640.000000	0.00201449	640.000000	0.00254131	640.000000	0.00255221	640.000000	0.00255008	640.000000	0.00254082	640.000000	4.8773e-07	
660.000000	0.00199208	660.000000	0.00251293	660.000000	0.00252507	660.000000	0.00252299	660.000000	0.00251245	660.000000	4.7385e-07	
680.000000	0.00197111	680.000000	0.00248641	680.000000	0.00249971	680.000000	0.00249767	680.000000	0.00248595	680.000000	4.60761e-07	
700.000000	0.00195146	700.000000	0.0024616 	700.000000	0.00247604	700.000000	0.00247398	700.000000	0.00246116	700.000000	4.48396e-07	
720.000000	0.00193302	720.000000	0.00243837	720.000000	0.00245393	720.000000	0.00245179	720.000000	0.00243793	720.000000	4.36696e-07	
740.000000	0.0019157 	740.000000	0.00241658	740.000000	0.00243318	740.000000	0.00243096	740.000000	0.00241616	740.000000	4.25609e-07	
760.000000	0.00189942	760.000000	0.00239613	760.000000	0.00241361	760.000000	0.0024114 	760.000000	0.00239572	760.000000	4.15086e-07	
780.000000	0.0018841 	780.000000	0.00237692	780.000000	0.00239517	780.000000	0.00239299	780.000000	0.00237651	780.000000	4.05086e-07	
800.000000	0.00186968	800.000000	0.00235885	800.000000	0.00237781	800.000000	0.00237567	800.000000	0.00235846	800.000000	3.9557e-07	
820.000000	0.00185609	820.000000	0.00234185	820.000000	0.00236146	820.000000	0.00235934	820.000000	0.00234146	820.000000	3.86503e-07	
840.000000	0.00184327	840.000000	0.00232584	840.000000	0.00234604	840.000000	0.00234393	840.000000	0.00232546	840.000000	3.77855e-07	
860.000000	0.00183118	860.000000	0.00231074	860.000000	0.00233147	860.000000	0.00232938	860.000000	0.00231037	860.000000	3.69596e-07	
880.000000	0.00181977	880.000000	0.00229651	880.000000	0.0023177 	880.000000	0.00231562	880.000000	0.00229615	880.000000	3.617e-07 	
900.000000	0.001809  	900.000000	0.00228309	900.000000	0.00230467	900.000000	0.00230261	900.000000	0.00228274	900.000000	3.54145e-07	
920.000000	0.00179882	920.000000	0.00227042	920.000000	0.00229234	920.000000	0.0022903 	920.000000	0.00227007	920.000000	3.46907e-07	
940.000000	0.0017892 	940.000000	0.00225845	940.000000	0.00228066	940.000000	0.00227863	940.000000	0.00225811	940.000000	3.39968e-07	
960.000000	0.00178011	960.000000	0.00224715	960.000000	0.00226958	960.000000	0.00226757	960.000000	0.00224682	960.000000	3.33309e-07	
980.000000	0.00177152	980.000000	0.00223648	980.000000	0.00225908	980.000000	0.00225708	980.000000	0.00223615	980.000000	3.26913e-07	
1000.000000	0.00176339	1000.000000	0.00222639	1000.000000	0.00224911	1000.000000	0.00224712	1000.000000	0.00222607	1000.000000	3.20765e-07	
1020.000000	0.00175571	1020.000000	0.00221685	1020.000000	0.00223964	1020.000000	0.00223766	1020.000000	0.00221654	1020.000000	3.1485e-07	
