Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
760.000000	0.0926188 	760.000000	0.0928339 	760.000000	0.0924837 	760.000000	0.0919454 	760.000000	0.0928141 	760.000000	1.98271e-05	
780.000000	0.091865  	780.000000	0.0921148 	780.000000	0.0917667 	780.000000	0.091234  	780.000000	0.0920955 	780.000000	1.93541e-05	
800.000000	0.0911548 	800.000000	0.0914381 	800.000000	0.0910933 	800.000000	0.0905637 	800.000000	0.0914192 	800.000000	1.89039e-05	
820.000000	0.0904855 	820.000000	0.0908007 	820.000000	0.09046   	820.000000	0.0899314 	820.000000	0.0907822 	820.000000	1.84749e-05	
840.000000	0.0898541 	840.000000	0.0901998 	840.000000	0.0898622 	840.000000	0.0893343 	840.000000	0.0901817 	840.000000	1.80655e-05	
860.000000	0.0892582 	860.000000	0.089633  	860.000000	0.0892966 	860.000000	0.0887699 	860.000000	0.0896154 	860.000000	1.76744e-05	
880.000000	0.0886955 	880.000000	0.0890981 	880.000000	0.0887613 	880.000000	0.088236  	880.000000	0.0890808 	880.000000	1.73005e-05	
900.000000	0.0881639 	900.000000	0.0885929 	900.000000	0.0882549 	900.000000	0.0877305 	900.000000	0.0885759 	900.000000	1.69426e-05	
920.000000	0.0876616 	920.000000	0.0881155 	920.000000	0.0877753 	920.000000	0.0872515 	920.000000	0.0880989 	920.000000	1.65997e-05	
940.000000	0.0871867 	940.000000	0.0876642 	940.000000	0.0873202 	940.000000	0.0867973 	940.000000	0.087648  	940.000000	1.62708e-05	
960.000000	0.0867376 	960.000000	0.0872375 	960.000000	0.0868871 	960.000000	0.0863662 	960.000000	0.0872215 	960.000000	1.59551e-05	
980.000000	0.0863129 	980.000000	0.0868338 	980.000000	0.0864744 	980.000000	0.0859569 	980.000000	0.0868181 	980.000000	1.56519e-05	
1000.000000	0.0859111 	1000.000000	0.0864517 	1000.000000	0.0860818 	1000.000000	0.0855679 	1000.000000	0.0864364 	1000.000000	1.53603e-05	
1020.000000	0.085531  	1020.000000	0.0860902 	1020.000000	0.0857087 	1020.000000	0.0851981 	1020.000000	0.0860751 	1020.000000	1.50798e-05	
1040.000000	0.0851715 	1040.000000	0.0857479 	1040.000000	0.0853547 	1040.000000	0.0848463 	1040.000000	0.0857331 	1040.000000	1.48096e-05	
1060.000000	0.0848314 	1060.000000	0.0854238 	1060.000000	0.0850187 	1060.000000	0.0845114 	1060.000000	0.0854093 	1060.000000	1.45493e-05	
1080.000000	0.0845097 	1080.000000	0.085117  	1080.000000	0.0846993 	1080.000000	0.0841925 	1080.000000	0.0851027 	1080.000000	1.42983e-05	
1100.000000	0.0842054 	1100.000000	0.0848264 	1100.000000	0.0843951 	1100.000000	0.0838887 	1100.000000	0.0848124 	1100.000000	1.4056e-05	
1120.000000	0.0839178 	1120.000000	0.0845513 	1120.000000	0.084105  	1120.000000	0.083599  	1120.000000	0.0845375 	1120.000000	1.38221e-05	
1140.000000	0.0836459 	1140.000000	0.0842909 	1140.000000	0.083828  	1140.000000	0.0833228 	1140.000000	0.0842773 	1140.000000	1.35961e-05	
1160.000000	0.0833891 	1160.000000	0.0840444 	1160.000000	0.0835637 	1160.000000	0.0830593 	1160.000000	0.084031  	1160.000000	1.33776e-05	
1180.000000	0.0831466 	1180.000000	0.083811  	1180.000000	0.0833115 	1180.000000	0.0828078 	1180.000000	0.0837979 	1180.000000	1.31663e-05	
1200.000000	0.0829177 	1200.000000	0.0835903 	1200.000000	0.0830708 	1200.000000	0.0825677 	1200.000000	0.0835773 	1200.000000	1.29617e-05	
1220.000000	0.0827018 	1220.000000	0.0833815 	1220.000000	0.0828411 	1220.000000	0.0823384 	1220.000000	0.0833687 	1220.000000	1.27637e-05	
1240.000000	0.0824983 	1240.000000	0.0831841 	1240.000000	0.0826217 	1240.000000	0.0821193 	1240.000000	0.0831715 	1240.000000	1.25717e-05	
1260.000000	0.0823067 	1260.000000	0.0829976 	1260.000000	0.082412  	1260.000000	0.08191   	1260.000000	0.0829852 	1260.000000	1.23857e-05	
1280.000000	0.0821264 	1280.000000	0.0828214 	1280.000000	0.0822114 	1280.000000	0.0817098 	1280.000000	0.0828092 	1280.000000	1.22052e-05	
1300.000000	0.081957  	1300.000000	0.0826551 	1300.000000	0.0820192 	1300.000000	0.0815185 	1300.000000	0.0826431 	1300.000000	1.20301e-05	
