Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
520.000000	0.0792029 	520.000000	0.0805087 	520.000000	0.0793227 	520.000000	0.0788289 	520.000000	0.080491  	520.000000	1.76965e-05	
540.000000	0.0779868 	540.000000	0.0793171 	540.000000	0.0781618 	540.000000	0.0776707 	540.000000	0.0793    	540.000000	1.709e-05 	
560.000000	0.0768603 	560.000000	0.0782154 	560.000000	0.0770899 	560.000000	0.0766012 	560.000000	0.0781989 	560.000000	1.65252e-05	
580.000000	0.0758146 	580.000000	0.0771945 	580.000000	0.0760966 	580.000000	0.0756114 	580.000000	0.0771785 	580.000000	1.59977e-05	
600.000000	0.0748421 	600.000000	0.0762465 	600.000000	0.0751727 	600.000000	0.0746933 	600.000000	0.076231  	600.000000	1.55041e-05	
620.000000	0.0739361 	620.000000	0.0753646 	620.000000	0.0743139 	620.000000	0.0738401 	620.000000	0.0753496 	620.000000	1.5041e-05	
640.000000	0.0730907 	640.000000	0.0745428 	640.000000	0.0735171 	640.000000	0.0730457 	640.000000	0.0745282 	640.000000	1.46057e-05	
660.000000	0.0723006 	660.000000	0.0737757 	660.000000	0.0727749 	660.000000	0.0723048 	660.000000	0.0737615 	660.000000	1.41958e-05	
680.000000	0.0715614 	680.000000	0.0730586 	680.000000	0.072081  	680.000000	0.0716127 	680.000000	0.0730448 	680.000000	1.3809e-05	
700.000000	0.0708689 	700.000000	0.0723874 	700.000000	0.0714321 	700.000000	0.0709651 	700.000000	0.072374  	700.000000	1.34435e-05	
720.000000	0.0702193 	720.000000	0.0717583 	720.000000	0.0708246 	720.000000	0.0703585 	720.000000	0.0717452 	720.000000	1.30975e-05	
740.000000	0.0696095 	740.000000	0.071168  	740.000000	0.070253  	740.000000	0.0697893 	740.000000	0.0711553 	740.000000	1.27694e-05	
760.000000	0.0690365 	760.000000	0.0706136 	760.000000	0.0697134 	760.000000	0.0692547 	760.000000	0.0706011 	760.000000	1.2458e-05	
780.000000	0.0684976 	780.000000	0.0700923 	780.000000	0.0692058 	780.000000	0.0687519 	780.000000	0.0700801 	780.000000	1.21619e-05	
800.000000	0.0679904 	800.000000	0.0696016 	800.000000	0.0687299 	800.000000	0.0682786 	800.000000	0.0695898 	800.000000	1.188e-05 	
820.000000	0.0675127 	820.000000	0.0691395 	820.000000	0.0682852 	820.000000	0.0678348 	820.000000	0.0691279 	820.000000	1.16113e-05	
840.000000	0.0670625 	840.000000	0.068704  	840.000000	0.0678763 	840.000000	0.0674265 	840.000000	0.0686926 	840.000000	1.1355e-05	
860.000000	0.0666381 	860.000000	0.0682931 	860.000000	0.0674898 	860.000000	0.067041  	860.000000	0.068282  	860.000000	1.11101e-05	
880.000000	0.0662378 	880.000000	0.0679053 	880.000000	0.0671246 	880.000000	0.0666769 	880.000000	0.0678944 	880.000000	1.08759e-05	
900.000000	0.0658601 	900.000000	0.0675391 	900.000000	0.0667795 	900.000000	0.0663327 	900.000000	0.0675285 	900.000000	1.06517e-05	
920.000000	0.0655035 	920.000000	0.0671931 	920.000000	0.0664533 	920.000000	0.0660069 	920.000000	0.0671827 	920.000000	1.04369e-05	
940.000000	0.0651669 	940.000000	0.066866  	940.000000	0.0661441 	940.000000	0.0656985 	940.000000	0.0668558 	940.000000	1.02308e-05	
960.000000	0.064849  	960.000000	0.0665568 	960.000000	0.0658502 	960.000000	0.0654064 	960.000000	0.0665467 	960.000000	1.0033e-05	
980.000000	0.0645489 	980.000000	0.0662642 	980.000000	0.0655704 	980.000000	0.0651294 	980.000000	0.0662543 	980.000000	9.84303e-06	
1000.000000	0.0642654 	1000.000000	0.0659874 	1000.000000	0.0653046 	1000.000000	0.0648667 	1000.000000	0.0659777 	1000.000000	9.66033e-06	
1020.000000	0.0639977 	1020.000000	0.0657254 	1020.000000	0.0650525 	1020.000000	0.0646174 	1020.000000	0.0657159 	1020.000000	9.48451e-06	
1040.000000	0.0637449 	1040.000000	0.0654774 	1040.000000	0.0648139 	1040.000000	0.0643807 	1040.000000	0.065468  	1040.000000	9.3152e-06	
1060.000000	0.0635063 	1060.000000	0.0652426 	1060.000000	0.0645881 	1060.000000	0.0641558 	1060.000000	0.0652334 	1060.000000	9.15203e-06	
1080.000000	0.063281  	1080.000000	0.0650203 	1080.000000	0.064374  	1080.000000	0.0639422 	1080.000000	0.0650113 	1080.000000	8.99467e-06	
1100.000000	0.0630685 	1100.000000	0.0648098 	1100.000000	0.0641705 	1100.000000	0.063739  	1100.000000	0.064801  	1100.000000	8.84282e-06	
1120.000000	0.0628681 	1120.000000	0.0646106 	1120.000000	0.0639769 	1120.000000	0.0635458 	1120.000000	0.0646019 	1120.000000	8.69619e-06	
1140.000000	0.0626791 	1140.000000	0.064422  	1140.000000	0.0637925 	1140.000000	0.063362  	1140.000000	0.0644134 	1140.000000	8.5545e-06	
1160.000000	0.0625011 	1160.000000	0.0642434 	1160.000000	0.0636169 	1160.000000	0.0631871 	1160.000000	0.064235  	1160.000000	8.41751e-06	
1180.000000	0.0623336 	1180.000000	0.0640745 	1180.000000	0.0634498 	1180.000000	0.0630206 	1180.000000	0.0640662 	1180.000000	8.28499e-06	
1200.000000	0.0621759 	1200.000000	0.0639147 	1200.000000	0.0632907 	1200.000000	0.062862  	1200.000000	0.0639065 	1200.000000	8.15672e-06	
1220.000000	0.0620278 	1220.000000	0.0637636 	1220.000000	0.0631394 	1220.000000	0.062711  	1220.000000	0.0637555 	1220.000000	8.0325e-06	
1240.000000	0.0618886 	1240.000000	0.0636207 	1240.000000	0.0629953 	1240.000000	0.0625672 	1240.000000	0.0636128 	1240.000000	7.91213e-06	
1260.000000	0.0617582 	1260.000000	0.0634857 	1260.000000	0.0628579 	1260.000000	0.0624301 	1260.000000	0.0634779 	1260.000000	7.79544e-06	
1280.000000	0.061636  	1280.000000	0.0633582 	1280.000000	0.0627268 	1280.000000	0.0622995 	1280.000000	0.0633505 	1280.000000	7.68225e-06	
1300.000000	0.0615218 	1300.000000	0.0632379 	1300.000000	0.0626016 	1300.000000	0.062175  	1300.000000	0.0632304 	1300.000000	7.57242e-06	
1320.000000	0.0614152 	1320.000000	0.0631245 	1320.000000	0.0624819 	1320.000000	0.0620564 	1320.000000	0.063117  	1320.000000	7.46579e-06	
